,Unnamed: 0,Unnamed: 0.1,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster,cluster_pred
145,145,5592,5593,@user &gt;:^000000 u also speaking ching chong,fearful_abusive_disrespectful_hateful_normal,indirect,anger_sadness,origin,special_needs,origin_special_needs, number also speaking ching chong,0,4
146,146,2594,2595,@user &gt;defending torbannholy shit talk fighting battle allready lost guy retard accounts,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs, defending torbannholy shit talk fighting battle allready lost guy retard accounts,13,2
147,147,2319,2320,@user &gt;stella outta cannyou mongoloid,hateful,direct,sadness_indifference,origin,special_needs,origin_special_needs, stella outta cannyou mongoloid,22,17
148,148,1235,1236,@user &gt;tfw spic @url,offensive,indirect,shock_indifference,origin,individual,origin_individual, tfw spic,5,19
149,149,3399,3400,@user &lt; often difficult remember parody account! trump really much cunt,abusive_offensive,direct,shock_indifference,other,individual,other_individual, often difficult remember parody account trump really much cunt,18,26
150,150,2585,2586,@user '' putted '' typical mongy hobbo spelling that.,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs, putted typical mongy hobbo spelling ,22,17
151,151,3154,3155,@user (1) mongol. wrong nationalist ? nif people nationalist w @url,offensive,indirect,confusion_sadness,origin,women,origin_women, number mongol wrong nationalist nif people nationalist w,3,17
152,152,258,259,@user (shithole countries sons bitches bleeding whatever sleepy eyes grab @url,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,special_needs,origin_special_needs, shithole countries sons bitches bleeding whatever sleepy eyes grab,19,12
153,153,5119,5120,@user *feminazi sorry know feminists crazy,normal,indirect,anger_fear_shock_indifference_disgust,gender,women,gender_women, feminazi sorry know feminists crazy,18,14
154,154,1229,1230,@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,origin,individual,origin_individual, insert ching chong ping pong meme hahaha funni funni surname pronounced li,21,21
155,155,4704,4705,@user *inserts nigger meme*,hateful_normal,indirect,anger_fear,origin,refugees,origin_refugees, inserts nigger meme ,7,24
156,156,2422,2423,@user *screeches high pitched ching chong chong,offensive_hateful,indirect,anger_confusion_sadness_shock_indifference,origin,other,origin_other, screeches high pitched ching chong chong,0,4
157,157,2081,2082,@user - virtue signaling retard comprehend term intent @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs,disability_special_needs, virtue signaling retard comprehend term intent,11,20
158,158,5160,5161,@user -retard highest horses flinging insults like chimpanzee flinging shit,offensive,indirect,sadness_indifference,disability,special_needs,disability_special_needs, retard highest horses flinging insults like chimpanzee flinging shit,12,16
159,159,946,947,@user -time move russia- constantly confusing usa shithole gas station kl @url,abusive_offensive,indirect,anger_confusion,other,other,other_other, time move russia constantly confusing usa shithole gas station kl,2,2
160,160,1360,1361,@user .... roofe pen either?nnfuck cunt.nnwe enough win game. fact we're takin @url,abusive_hateful,indirect,anger_fear_shock_sadness_disgust,other,women,other_women, roofe pen either nnfuck cunt nnwe enough win game fact takin,17,23
161,161,5018,5019,@user ...what... negro @url,fearful_abusive_hateful_disrespectful_normal,indirect,confusion_indifference,origin,individual,origin_individual, negro,5,24
162,162,3073,3074,@user ...yup. asylum seeking immigrants people shithole countries problem.nn...yup. nn...they sure @url,offensive_hateful,indirect,fear_shock_indifference_sadness_disgust,origin,left_wing_people,origin_left_wing_people, yup asylum seeking immigrants people shithole countries problem yup sure,2,9
163,163,3685,3686,@user ..knuckles dirty ass nigger.,hateful_disrespectful,direct,confusion_sadness_shock_indifference_disgust,origin,african_descent,origin_african_descent, knuckles dirty ass nigger ,18,24
164,164,4673,4674,@user 100% looks like would tell go back country @url,fearful_hateful,indirect,anger_fear_indifference_sadness_disgust,origin,immigrants,origin_immigrants,percent looks like would tell back country,18,12
165,165,5448,5449,@user 14.700 mongol dreams!,offensive,indirect,anger_disgust,origin,women,origin_women,number mongol dreams ,5,17
166,166,3083,3084,@user 1nif way life accustomed to. shithole country. ho @url,disrespectful_normal,indirect,indifference_disgust,origin,other,origin_other,one nif way life accustomed shithole country ho,4,12
167,167,1503,1504,@user 2-9? 1v3ed dumbass seaside retard.,offensive,indirect,confusion_disgust,disability,special_needs,disability_special_needs,number number v3ed dumbass seaside retard ,11,6
168,168,3920,3921,@user 3 days come arkansas  faggot,offensive,indirect,sadness_fear,sexual_orientation,other,sexual_orientation_other,three days come arkansas faggot,22,10
169,169,3402,3403,@user 40 lakh people illegal immigrants hard believe unimaginable immigrants ent @url,normal,indirect,anger_fear_shock_indifference_disgust,origin,other,origin_other,forty lakh people illegal immigrants hard believe unimaginable immigrants ent,24,9
170,170,3235,3236,@user 50s  @url,abusive_offensive_disrespectful_hateful_normal,indirect,anger_indifference,other,women,other_women,five ,5,19
171,171,4604,4605,@user 59 yrs old remember seeing streaks sky kid. retarded?,offensive,indirect,anger_confusion,origin,other,origin_other,fifty nine yrs old remember seeing streaks sky kid retarded ,4,2
172,172,135,136,@user 6/28/2018. four illegal aliens accused kidnapping raping two teenage sisters 13 1 @url,normal,indirect,anger_confusion_fear_shock_sadness,origin,left_wing_people,origin_left_wing_people,date four illegal aliens accused kidnapping raping two teenage sisters thirteen one,24,9
173,173,5044,5045,@user 9 10 times feminazi retards one bash men put forth allegations r try @url,normal,direct,indifference_disgust,gender,women,gender_women,nine ten times feminazi retards one bash men put forth allegations try,14,14
174,174,4004,4005,@user :/ dorf im gonna lie sweden pretty fucked hell im shithole third world country,disrespectful,indirect,anger_disgust,origin,other,origin_other, dorf gonna lie sweden pretty fucked hell shithole third world country,25,12
175,175,4858,4859,@user ? - many people obama stickers make leftist terrorists ? . antifa &amp; blm know @url,offensive,indirect,anger_sadness_shock_indifference_disgust,other,women,other_women, many people obama stickers make leftist terrorists antifa blm know,14,18
176,176,3240,3241,@user @url lmao dieser sub retarded,offensive,indirect,confusion_disgust,disability,special_needs,disability_special_needs,lmao dieser sub retarded,7,11
177,177,914,915,@user @user  irony unwashed crltc fans calling anyone soup taker remember @url,offensive_hateful,indirect,anger_indifference,other,other,other_other,irony unwashed crltc fans calling anyone soup taker remember,23,15
178,178,2526,2527,@user @user  listened earlier hahaha even tho hes cunt half mongy fans,offensive,indirect,confusion_sadness,gender,women,gender_women,listened earlier hahaha even tho hes cunt half mongy fans,23,1
179,179,2933,2934,@user @user #cadet_bone_spursnhere stand spic span.nwhere vietnam? @url,normal,indirect,indifference_disgust,other,other,other_other,cadet bone spursnhere stand spic span nwhere vietnam ,22,16
180,180,5383,5384,@user @user #shithole country #haiti #zimbabwe #kenya n #white_man #live #work #service #black @url,offensive,indirect,sadness_disgust,origin,other,origin_other,shithole country haiti zimbabwe kenya white man live work service black,2,24
181,181,622,623,@user @user ...... calling faggot clapping cheeks nigga,fearful_abusive_hateful_normal,indirect,anger_sadness_shock_indifference_disgust,origin,other,origin_other, calling faggot clapping cheeks nigga,19,10
182,182,2146,2147,@user @user 1 faggot,fearful_hateful,indirect,shock_disgust,sexual_orientation,gay,sexual_orientation_gay,one faggot,5,10
183,183,3713,3714,@user @user 5ft tunnel rat jungle gook shrimp dick broken english irl anime lookin chinaman,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,indian/hindu,origin_indian/hindu,five tunnel rat jungle gook shrimp dick broken english irl anime lookin chinaman,25,16
184,184,4700,4701,@user @user 9mm pistol fucking gun fucking retard point? h @url,offensive,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs,disability_special_needs,nine pistol fucking gun fucking retard point h,19,8
185,185,3242,3243,@user @user ='shithole x countriesn= rapists bad hombresn='sleepy eyed( jewish) opponentsn= @url,offensive,indirect,fear_disgust,origin,immigrants,origin_immigrants, shithole countriesn rapists bad hombresn sleepy eyed jewish opponentsn ,14,5
186,186,3776,3777,@user @user @url tried marry impregnate mentally retarded 18 1 @url,offensive_disrespectful,indirect,anger_disgust,disability,special_needs,disability_special_needs,tried marry impregnate mentally retarded eighteen one,13,20
187,187,142,143,@user @user @user #florida shithole country. yeah part usn3 killers @url,offensive,indirect,indifference_disgust,origin,special_needs,origin_special_needs,florida shithole country yeah part usn3 killers,4,5
188,188,4844,4845,@user @user @user &amp; retarded definitely wasnt,offensive_normal,indirect,anger_shock,disability,special_needs,disability_special_needs, retarded definitely wasnt,7,11
189,189,1564,1565,@user @user @user 1) merkel leftist center right christian. 2) fee @url,normal,indirect,confusion_indifference,other,other,other_other,number merkel leftist center right christian number fee,3,18
190,190,3124,3125,@user @user @user 10649194697 responses thread got retarded lmao,offensive,indirect,shock_indifference,disability,special_needs,disability_special_needs,ten billion six hundred forty nine million one hundred ninety four thousand six hundred ninety seven responses thread got retarded lmao,10,16
191,191,848,849,@user @user @user 2 price 1 guaranteed less 4 accounts feminazi @url,offensive_hateful,indirect,anger_fear_shock_indifference_sadness,gender,women,gender_women,two price one guaranteed less four accounts feminazi,11,14
192,192,2812,2813,@user @user @user 2/ boycott @user @user @user @user @user @user @url,offensive,indirect,shock_indifference,other,special_needs,other_special_needs,number boycott,5,19
193,193,3977,3978,@user @user @user @user #illegalaliens immigrants.,fearful_normal,indirect,indifference_disgust,origin,special_needs,origin_special_needs,illegal aliens immigrants ,5,9
194,194,2176,2177,@user @user @user @user 1st world #shithole...this happens #democratnaziparty @url,hateful,indirect,sadness_disgust,origin,other,origin_other,one world shithole happens democrat nazi party,3,18
195,195,1359,1360,@user @user @user @user @user,normal,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other,,5,19
196,196,4791,4792,@user @user @user @user @user @user 'shithole countries' commen @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other,origin_other, shithole countries commen,7,12
197,197,3749,3750,@user @user @user @user @user @user @user  shithole countries? people @url,offensive_hateful,indirect,shock_disgust,origin,other,origin_other,shithole countries people,7,12
198,198,5578,5579,@user @user @user @user @user @user @user @user @url,normal,indirect,anger_disgust,other,other,other_other,,5,19
